target,source
Double Vision,Foreign
Soft Shell Man,Romance
Samouraïs,Fiction
Ali G Indahouse,Comedy
Black Plague,Thriller
Dead or Alive 2: Birds,Thriller
Cube²: Hypercube,Mystery
"Milwaukee, Minnesota",Drama
Pistol Opera,Foreign
Secret Passage,Drama
Stark Raving Mad,Crime
Pulse,Thriller
Killing Emmett Young,Thriller
The Lost Battalion,War
Hukkle,Mystery
Carolina,Romance
Charms For the Easy Life,Drama
Dog Days,Drama
Balzac and the Little Chinese Seamstress,Foreign
Dil Chahta Hai,Romance
My Sassy Girl,Romance
The Gathering,Thriller
Shot in the Heart,Drama
Deadline,Thriller
The Warrior,Foreign
My Wife Is a Gangster,Comedy
Nothing,Fiction
Undertaking Betty,Romance
Waterboys,Comedy
Absolon,Action
Dead or Alive: Final,Fiction
Hell House,Documentary
Fubar,Music
The Happiness of the Katakuris,Drama
Sex Is Comedy,Drama
The Rage in Placid Lake,Comedy
Stratosphere Girl,Thriller
My Mother Likes Women,Foreign
Dead End,Thriller
Pure,Drama
Sympathy for Mr. Vengeance,Thriller
Jesus Christ Vampire Hunter,Horror
Chinese Odyssey 2002,Romance
The Foreigner,Thriller
The Man of the Year,Crime
Suicide Club,Thriller
The Third Wave,Thriller
Immortal,Fiction
Tiptoes,Romance
A Sound of Thunder,Action
The Lion King 1½,Family
Fear and Trembling,Foreign
Live from Baghdad,Thriller
Planta 4ª,Drama
Oasis,Romance
Cremaster 3,Drama
Herr Lehmann,Drama
Twin Sisters,History
My House in Umbria,Mystery
Upswing,Comedy
Out for a Kill,Thriller
Bad Boys,Comedy
"Remember Me, My Love",Romance
Soldier's Girl,Crime
Tipping the Velvet,Romance
Bright Young Things,Comedy
Resurrection of The Little Match Girl,Fiction
Alien Hunter,Fiction
Love Object,Thriller
The Animatrix,Fiction
The Brown Bunny,Drama
Ju-on: The Curse,Horror
Ju-on: The Curse 2,Horror
Elina: As If I Wasn't There,Family
11:14,Thriller
Alive,Horror
Springtime in a Small Town,Romance
Tremors 4: The Legend Begins,Western
Wondrous Oblivion,Foreign
Bring It On Again,Comedy
Crimson Rivers II: Angels of the Apocalypse,Crime
And Starring Pancho Villa as Himself,Western
Nicotina,Thriller
Iron Jawed Angels,Drama
Evil,Drama
Sniper 2,Action
High Roller: The Stu Ungar Story,Action
Battle Royale II: Requiem,Thriller
In Hell,Thriller
Lemony Snicket's A Series of Unfortunate Events,Family
Naked Weapon,Thriller
Bukowski - Born into This,Documentary
The Green Butchers,Comedy
Pearls and Pigs,Comedy
An Injury to One,Documentary
Addiction - When Nothing Is Enough,Romance
A Very Long Engagement,Drama
Last Life in the Universe,Thriller
The Galíndez File,Thriller
Head-On,Romance
Ghost in the Shell 2: Innocence,Fiction
Kal Ho Naa Ho,Drama
The Cat Returns,Family
In My Country,Drama
Unstoppable,Thriller
Take My Eyes,Drama
The Cathedral,Animation
Blind Shaft,Thriller
The Twilight Samurai,Romance
The Twins Effect,Horror
Far Side of the Moon,Comedy
Facing Windows,Romance
Ginger Snaps 2: Unleashed,Horror
Salem's Lot,Thriller
Dark Woods,Thriller
Foolproof,Action
Belly of the Beast,Thriller
"Easy Riders, Raging Bulls",Documentary
The Book of Fate,Fiction
When the Last Sword Is Drawn,History
Comic Book: The Movie,Thriller
2LDK,Thriller
Trauma,Horror
Intimate Strangers,Romance
Down to the Bone,Romance
A Talking Picture,History
Ju-on: The Grudge,Horror
Oldboy,Action
Red Lights,Crime
GhostWatcher,Fiction
Ginger Snaps Back: The Beginning,Horror
Moon Child,Foreign
Illusive Tracks,Thriller
The Black Lapp,Drama
Lost Embrace,Foreign
One Missed Call,Thriller
Goldfish Memory,Romance
Inuyasha the Movie 2: The Castle Beyond the Looking Glass,Fantasy
The Jacket,Fantasy
Millions,Drama
The Saddest Music in the World,Music
Starship Troopers 2: Hero of the Federation,Fiction
The Man Who Copied,Drama
Ju-on: The Grudge 2,Thriller
Sex Lives of the Potato Men,Comedy
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,Animation
Ong-Bak: The Thai Warrior,Thriller
Infernal Affairs II,Crime
The Sea Inside,Drama
Lucky 7,Comedy
Spanglish,Comedy
Buddy,Romance
Festival Express,Music
The Chorus,Drama
Saints and Soldiers,War
Just Bea,Romance
The Weeping Camel,Drama
The Interpreter,Thriller
Open Water,Thriller
Romasanta,Horror
Running on Karma,Drama
Touch of Pink,Comedy
Infernal Affairs III,Action
The Memory Of A Killer,Action
Slasher,Documentary
Bobby Jones: Stroke of Genius,Drama
Layer Cake,Crime
Silver City,Thriller
The Return,Mystery
The Agronomist,Documentary
Flight of the Phoenix,Thriller
Mean Creek,Drama
The Ring Two,Thriller
A Day Without a Mexican,Comedy
The Visual Bible: The Gospel of John,History
Machuca,Foreign
The Corporation,Documentary
Game Over: Kasparov and the Machine,Foreign
Vibrator,Foreign
The Yes Men,Documentary
Ae Fond Kiss...,Drama
Bummer,Crime
As It Is in Heaven,Music
Green Tea,Romance
Lost Boys of Sudan,Documentary
She Hate Me,Drama
Azumi,Romance
In My Father's Den,Thriller
The Football Factory,Drama
Tae Guk Gi: The Brotherhood of War,War
Something the Lord Made,Drama
Metallica: Some Kind of Monster,Music
Going the Distance,Comedy
Redemption: The Stan Tookie Williams Story,Drama
Schultze Gets the Blues,Foreign
Born into Brothels,Documentary
Dig!,Music
The Girl from Monday,Fiction
Riding Giants,Documentary
Dear Pillow,Drama
Word Wars,Documentary
Cruel Intentions 3,Romance
When Will I Be Loved,Romance
11:11,Horror
Muxmäuschenstill,Drama
What the #$*! Do We (K)now!?,Documentary
The Eye 2,Horror
A Scanner Darkly,Thriller
Casshern,Fiction
Windstruck,Drama
Howard Zinn: You Can't Be Neutral on a Moving Train,Documentary
Outfoxed: Rupert Murdoch's War on Journalism,Documentary
"Hijacking Catastrophe: 9/11, Fear & the Selling of American Empire",Documentary
Fahrenhype 9/11,Documentary
Jerry Seinfeld: I'm Telling You for the Last Time,Comedy
Noel,Romance
In Enemy Hands,Thriller
Sexual Dependency,Romance
Chimes at Midnight,History
Million Dollar Baby,Drama
The Narrow Margin,Thriller
Hell Is for Heroes,War
Vincent & Theo,Drama
Some Came Running,Drama
Gozu,Horror
"Goodbye, Dragon Inn",Foreign
Hotel Rwanda,War
The Mahabharata,Unknown
Sitcom,Thriller
Born to Dance,Music
Travels with My Aunt,Drama
Blood and Black Lace,Thriller
Hellraiser: Inferno,Mystery
Charlie and the Chocolate Factory,Fantasy
Auggie Rose,Thriller
The Wrong Box,Adventure
3-Iron,Crime
It  Happens Every Spring,Comedy
The Life Aquatic with Steve Zissou,Drama
The Aviator,Drama
The Phantom of the Opera,Romance
Beyond the Sea,Music
The Woodsman,Drama
In Good Company,Romance
Meet the Fockers,Romance
The Assassination of Richard Nixon,Thriller
A Love Song for Bobby Long,Drama
The Merchant of Venice,Romance
The River,Romance
Rebels of the Neon God,Drama
Captain Kidd,Adventure
Hold That Ghost,Comedy
Kamikaze Girls,Fiction
Fat Albert,Family
The Keys to the House,Foreign
In the Realms of the Unreal,Documentary
White Noise,Thriller
Underclassman,Comedy
The Upside of Anger,Drama
Bomb the System,Drama
Arrowhead,Western
The Grateful Dead,Documentary
Last Train from Gun Hill,Western
The Naked Jungle,Romance
Who's the Caboose?,Comedy
A Handful of Dust,Drama
The Pickle,Thriller
Wetherby,Drama
Little Miss Marker,Romance
Little Miss Marker,Comedy
Sweet Liberty,Romance
Ghost River,Drama
It's All True,Documentary
The Phantom of the Opera,Movie
I Remember Mama,Family
The Last Horror Movie,Thriller
Testament,Fiction
Smooth Talk,Romance
Distant Thunder,Drama
Hell's Angels,History
Daddy's Dyin'... Who's Got the Will?,Comedy
Jinxed!,Comedy
Out Cold,Thriller
Heart of America,Drama
A Show of Force,Thriller
Son of Godzilla,Fiction
Man Trouble,Romance
"The Yakuza Papers, Vol. 1: Battles Without Honor and Humanity",Crime
Führer Ex,Drama
Stander,Drama
Hester Street,Romance
Mikey and Nicky,Crime
The Bigamist,Drama
Freedomfighters,History
Imaginary Heroes,Drama
Sergeant York,War
Ruby & Quentin,Crime
Deathwatch,War
Madame Rosa,Drama
Day of the Wacko,Comedy
Wizards,Fiction
For Love and Gold,Comedy
Heartlands,Foreign
Abbott and Costello Meet the Invisible Man,Horror
Abbott and Costello Go to Mars,Fiction
"Abbott and Costello Meet the Killer, Boris Karloff",Horror
The Life and Death of Peter Sellers,Romance
The Badge,Thriller
Appleseed,Fiction
The Milky Way,Comedy
Pippi in the South Seas,Family
Pippi on the Run,Family
Puddle Cruiser,Romance
The Stickup,Thriller
Elektra,Fantasy
Racing Stripes,Comedy
Coach Carter,Drama
The Fighting Sullivans,War
Iceman,Drama
Ice Station Zebra,Drama
Lugares comunes,Drama
Boys Town,Drama
Torremolinos 73,Drama
Zhou Yu's Train,Romance
Shivers,Fiction
A Star Is Born,Romance
Beastmaster 2: Through the Portal of Time,Fiction
Gold Diggers of 1935,Comedy
Rocco and His Brothers,Thriller
Strawberries in the Supermarket,Adventure
The Mortal Storm,Drama
Once Upon a Honeymoon,Mystery
Monday Morning,Foreign
Christmas in July,Romance
I Married a Witch,Horror
The Mayor of Hell,Drama
The Miracle Woman,Drama
Moolaadé,Drama
This Girl's Life,Drama
Memories of Murder,Thriller
The Chase,Crime
Hobson's Choice,Drama
Dr. Who and the Daleks,Adventure
Summer Storm,Drama
Downfall,War
The White Sound,Drama
Assault on Precinct 13,Thriller
Are We There Yet?,Romance
Alone in the Dark,Thriller
Hide and Seek,Thriller
Aliens of the Deep,Fiction
Boogeyman,Mystery
The Wedding Date,Romance
Inside I'm Dancing,Drama
Nobody Knows,Drama
Employee of the Month,Comedy
Magic in the Water,Family
The Great White Hope,Drama
A Study in Terror,Horror
Everything about Mustafa,Unknown
The Professionals,Western
The Devil and Miss Jones,Comedy
Alice in Wonderland,Family
Everyday People,Drama
Backflash,Action
Salem's Lot,Thriller
The Marriage of Maria Braun,Drama
The Bitter Tears of Petra von Kant,Drama
Beau Geste,War
At Sword's Point,Adventure
Overnight,Documentary
Le Trou,Thriller
Lessons of Darkness,Documentary
Fata Morgana,Foreign
Double Dragon,Fiction
Mac and Me,Fiction
Scorchers,Romance
Rosenstrasse,History
Casque d'Or,Romance
Touchez Pas au Grisbi,Thriller
The Matchmaker,Romance
The Ballad of the Sad Cafe,Mystery
The Deceivers,Action
Siberia,Foreign
Purple Butterfly,History
Easy,Romance
El Cid,War
Going All the Way,Drama
A Taxing Woman,Crime
The Bunker,Horror
A Fine Madness,Romance
Reap the Wild Wind,Drama
2009: Lost Memories,Thriller
The Architecture of Doom,Documentary
Inferno,Drama
Howl's Moving Castle,Adventure
Steamboy,Fiction
Gorgeous,Romance
The Blade,Action
Assisted Living,Drama
The Nomi Song,Foreign
Hitch,Romance
Pooh's Heffalump Movie,Family
Inside Deep Throat,Documentary
Uncle Nino,Family
Bride & Prejudice,Romance
Constantine,Horror
Son of the Mask,Adventure
Because of Winn-Dixie,Family
Turtles Can Fly,Drama
Beautiful Boxer,Drama
Pauly Shore Is Dead,Comedy
Bunny Lake Is Missing,Mystery
Jeremy,Romance
Don't Tell Her It's Me,Romance
Until September,Romance
Night and the City,Thriller
Frozen Land,Drama
Big Girls Don't Cry,Drama
White Banners,Unknown
Night Watch,Thriller
Dot the I,Thriller
Sister Helen,Documentary
Bright Leaves,Documentary
Topper Returns,Romance
Sons of the Desert,Comedy
Morocco,Romance
Surplus: Terrorized Into Being Consumers,Documentary
Man of the House,Action
Samson and Delilah,Romance
Kung Fu Hustle,Fantasy
Shark Skin Man and Peach Hip Girl,Mystery
The Five People You Meet In Heaven,Fiction
"No Retreat, No Surrender",Action
The ChubbChubbs!,Fiction
Travellers and Magicians,Foreign
Želary,Romance
Dragonworld,Fantasy
Dr. Giggles,Thriller
The Corn Is Green,Drama
The Seven-Per-Cent Solution,Mystery
The Three Musketeers,Drama
Royal Flash,Romance
Masculin Féminin,Romance
Fallen Angel,Romance
The Four Feathers,Romance
The Phone Box,Drama
Night of the Demon,Mystery
Control,Thriller
Beautiful City,Drama
Five Times Two,Romance
Tart,Romance
Bed and Board,Romance
Germany Year Zero,Drama
Tombs of the Blind Dead,Horror
The Sicilian Clan,Crime
Love Me Tonight,Romance
A Hole in My Heart,Drama
Bigger Than the Sky,Romance
Diary of a Mad Black Woman,Romance
Cursed,Comedy
Up and Down,Foreign
Gory Gory Hallelujah,Unknown
The Pacifier,Thriller
Be Cool,Crime
Gunner Palace,War
Walk on Water,Drama
Hostage,Crime
Robots,Fiction
The Laughing Policeman,Thriller
Bopha!,Drama
Class Action,Drama
The Cat and the Canary,Mystery
Courage Mountain,Family
Kiss The Bride,Romance
Godzilla vs. The Sea Monster,Foreign
Godzilla vs. Mechagodzilla II,Fiction
That Championship Season,Drama
Crush,Thriller
DNA,Fiction
The Low Life,Unknown
Rendez-vous,Romance
"Oh, God! You Devil",Comedy
Amongst Friends,Action
Asfalto,Thriller
God Is Brazilian,Fantasy
Captains of April,War
Blackball,Foreign
The Agony and the Ecstasy,Drama
Return to Peyton Place,Romance
Butch and Sundance: The Early Days,Western
It Happened to Jane,Romance
Once Upon a Forest,Adventure
Hello Down There,Comedy
All in a Night's Work,Romance
Twentieth Century,Romance
My Sister Eileen,Music
Strangers When We Meet,Romance
Or (My Treasure),Drama
Chronicles,Thriller
Lackawanna Blues,Drama
The Green Berets,Drama
Elevator to the Gallows,Crime
The Diary of a Chambermaid,Romance
Violent Cop,Drama
Four Shades of Brown,Drama
Brian's Song,Movie
Thriller: A Cruel Picture,Thriller
Cube Zero,Thriller
Into the Sun,Thriller
Project Grizzly,Documentary
Lumikuningatar,Unknown
Julia,Drama
Save the Green Planet!,Fiction
Stealing Rembrandt,Comedy
A Snake of June,Foreign
Thirty Seconds Over Tokyo,Drama
Vares: Private Eye,Crime
Girl Crazy,Romance
The 3 Penny Opera,Music
The Boys from County Clare,Music
Ice Princess,Family
Melinda and Melinda,Romance
Milk and Honey,Drama
Miss Congeniality 2: Armed and Fabulous,Comedy
Guess Who,Romance
D.E.B.S.,Action
A League of Ordinary Gentlemen,Documentary
Incident at Loch Ness,Horror
The River,Romance
Virginia's Run,Family
Yanks,War
Paradise Alley,Drama
The Seagull's Laughter,Comedy
Wild Horses,Foreign
Woman Thou Art Loosed,Drama
Arrowsmith,Drama
Barbary Coast,Romance
Stella Dallas,Romance
Free Radicals,Romance
The Unfaithful,Crime
Come and Get It,Romance
Panic in the Streets,Crime
Call Northside 777,Drama
Young Törless,History
Bells Are Ringing,Romance
Finian's Rainbow,Fantasy
The Toolbox Murders,Horror
The Sword of Doom,Drama
Deep Crimson,Crime
800 Bullets,Comedy
Matango: Attack of the Mushroom People,Horror
Ebola Syndrome,Comedy
The Music of Chance,Drama
Tammy and the T-Rex,Fiction
Mixed Blood,Action
If Looks Could Kill,Comedy
Greedy,Comedy
Carmen,Romance
My Neighbors the Yamadas,Family
Pom Poko,Fantasy
Knockin' on Heaven's Door,Crime
City of Hope,Drama
We're No Angels,Crime
Sons and Lovers,Drama
The Arrow,Drama
Ruggles of Red Gap,Romance
Greetings,Comedy
End of the Century: The Story of The Ramones,Documentary
Love Letter,Romance
Natural City,Fiction
This Sporting Life,Drama
A Touch of Zen,Adventure
Walker,Western
Zu: Warriors from the Magic Mountain,Mystery
Whistle Down the Wind,Crime
The Earrings of Madame de...,Romance
No One Writes to the Colonel,Foreign
Speedy,Comedy
Memories,Fiction
Invasion of Astro-Monster,Adventure
Harvie Krumpet,Comedy
Intimate Affairs,Comedy
The Wild Parrots of Telegraph Hill,Documentary
The Ballad of Jack and Rose,Drama
Sin City,Crime
Beauty Shop,Romance
Look at Me,Comedy
Dust to Glory,Documentary
Sahara,Mystery
Fever Pitch,Romance
Winter Solstice,Drama
Smile,Family
Eye of the Tiger,Drama
Not on the Lips,Romance
"Krakatoa, East of Java",Thriller
Rhinestone,Comedy
Electra Glide in Blue,Mystery
Bring on the Night,Documentary
A Special Day,Romance
This Land Is Mine,War
The Foul King,Comedy
The Man Who Planted Trees,Drama
Tanguy,Comedy
National Lampoon's Gold Diggers,Comedy
Blind Horizon,Thriller
Islands in the Stream,Drama
Go for Broke!,History
The Blood on Satan's Claw,Thriller
"Reuben, Reuben",Romance
TNT Jackson,Thriller
Why Has Bodhi-Dharma Left for the East?,Foreign
Blue,Drama
Bilitis,Romance
Burn!,Drama
Battle of the Bulge,War
Ghosts... of the Civil Dead,Drama
The Little Girl Who Lives Down the Lane,Thriller
Arabian Nights,Drama
Age of Consent,Romance
Oedipus Rex,Drama
Ringu 0,Horror
Brothers,Drama
"Dearest Relatives, Poisonous Relations",Comedy
Major Barbara,Comedy
Steppenwolf,Drama
Hawaii,Romance
Pretty Maids All in a Row,Crime
Loners,Drama
Red Desert,Drama
Satan's Brew,Drama
Mädchen in Uniform,Drama
Diary of a Lost Girl,Drama
Sexmission,Comedy
44 Minutes: The North Hollywood Shoot-Out,Action
Macbeth,Drama
Garage Olimpo,Drama
Vincent,Fantasy
Waterloo Bridge,Romance
Hôtel Terminus: The Life and Times of Klaus Barbie,Documentary
The Sorrow and the Pity,Foreign
First Desires,Romance
With Six You Get Eggroll,Family
"Move Over, Darling",Romance
Love Me or Leave Me,Romance
Jour de Fête,Comedy
The Big Store,Comedy
Mother Küsters Goes to Heaven,Drama
Ivan's Childhood,War
A Trip to the Moon,Fiction
Whisky,Foreign
The Ascent,War
Carrie,Horror
Boccaccio '70,Comedy
Frankenfish,Thriller
Who's Your Daddy?,Comedy
Control,Thriller
Category 6: Day of Destruction,Drama
Trespassing,Horror
A Self-Made Hero,War
Life Is Sweet,Drama
Ride the Pink Horse,Thriller
The Chant of Jimmie Blacksmith,History
Double Suicide,Foreign
Boy,Drama
Let Him Have It,Drama
Guelwaar,Drama
Dr. Akagi,History
Black Rain,War
Alexandra's Project,Thriller
Clean,Drama
The Delicate Art of Parking,Unknown
Wilson,Music
Blossoms in the Dust,Romance
The Hitchhiker's Guide to the Galaxy,Fiction
King's Game,Thriller
